Delivery_Note_Header,Sales_Order_Document,Sales_Organization,Actual_Delivery_Date,Delivery_Qty
2684913942,33356768705801,417600,16-08-2021,2
6244823382,33356768706001,417600,16-08-2021,1
3592232861,33356768706201,417600,16-08-2021,1
9671437923,33356768706401,417600,16-08-2021,2
1938555545,33356768706601,417600,16-08-2021,1
3143528051,33356768706801,417600,16-08-2021,1
1978631976,33356768735401,417600,16-08-2021,1
8059145517,33356768735601,417600,16-08-2021,1
6270628087,33356768735801,417600,16-08-2021,2
9855994221,33356768736001,417600,16-08-2021,1
4827388101,33356768736201,417600,16-08-2021,1
1835618520,33356768736401,417600,16-08-2021,2
8651063520,33356768736601,417600,16-08-2021,1
4192201847,33356768736801,417600,16-08-2021,1
8643095603,33356768765401,417600,16-08-2021,1
5942871991,33356768765601,417600,16-08-2021,1
9868756228,33356768765801,417600,16-08-2021,2
8975128931,33356768766001,417600,16-08-2021,1
2674829398,33356768766201,417600,16-08-2021,1
7781563958,33356768766401,417600,16-08-2021,2
4198903660,33356768766601,417600,16-08-2021,1
5521293432,33356768766801,417600,16-08-2021,1
1192434846,33356768795401,417600,16-08-2021,1
5831916812,33356768795601,417600,16-08-2021,1
4233917749,33356768795801,417600,16-08-2021,2
8259657657,33356768796001,417600,16-08-2021,1
2227136464,33356768796201,417600,16-08-2021,1
6233815312,33356768796401,417600,16-08-2021,2
2059815984,33356768796601,417600,16-08-2021,1
6279041562,33356768796801,417600,16-08-2021,1
5784209023,33356768825401,417600,16-08-2021,1
5070365522,33356768825601,417600,16-08-2021,1
4990075601,33356768825801,417600,16-08-2021,2
6811246118,33356768826001,417600,16-08-2021,1
5962835214,33356768826201,417600,16-08-2021,1
6239741604,33356768826401,417600,16-08-2021,2
4497254174,33356768826601,417600,16-08-2021,1
1575450041,33356768826801,417600,16-08-2021,1
2404371975,33356768855401,417600,16-08-2021,1
2757409668,33356768855601,417600,16-08-2021,1
3470718778,33356768855801,417600,16-08-2021,2
4764386841,33356768856001,417600,16-08-2021,1
9593239287,33356768856201,417600,16-08-2021,1
2236403687,33356768856401,417600,16-08-2021,2
9940397344,33356768856601,417600,16-08-2021,1
9539282498,33356768856801,417600,16-08-2021,1
3834949232,33356768885401,417600,16-08-2021,1
9083835486,33356768885601,417600,16-08-2021,1
4111234809,33356768885801,417600,16-08-2021,2
3395005425,33356768886001,417600,16-08-2021,1
8080055189,33356768886201,417600,16-08-2021,1
7572385649,33356768886401,417600,16-08-2021,2
7964136677,33356768886601,417600,16-08-2021,1
7991729345,33356768886801,417600,16-08-2021,1
6995725688,33356768915401,417600,16-08-2021,1
6498841563,33356768915601,417600,16-08-2021,1
2683548870,33356768915801,417600,16-08-2021,2
7707548574,33356768916001,417600,16-08-2021,1
3264667096,33356768916201,417600,16-08-2021,1
3844409983,33356768916401,417600,16-08-2021,2
2308144229,33356768916601,417600,16-08-2021,1
3428304651,33356768916801,417600,16-08-2021,1
3896768418,33356768945401,417600,16-08-2021,1
8516080613,33356768945601,417600,16-08-2021,1
3972089634,33356768945801,417600,16-08-2021,2
4620902403,33356768946001,417600,16-08-2021,1
1241669328,33356768946201,417600,16-08-2021,1
8888232345,33356768946401,417600,16-08-2021,2
7497244429,33356768946601,417600,16-08-2021,1
2496089905,33356768946801,417600,16-08-2021,1
5391688941,33356768975401,417600,16-08-2021,1
8479872663,33356768975601,417600,16-08-2021,1
2674209314,33356768975801,417600,16-08-2021,2
8157618485,33356768976001,417600,16-08-2021,1
4025524070,33356768976201,417600,16-08-2021,1
1349496507,33356768976401,417600,16-08-2021,2
4082259331,33356768976601,417600,16-08-2021,1
9886002841,33356768976801,417600,16-08-2021,1
5824776870,33356769005401,417600,16-08-2021,1
6819548130,33356769005601,417600,16-08-2021,1
6757652965,33356769005801,417600,16-08-2021,2
2658523502,33356769006001,417600,16-08-2021,1
9577207208,33356769006201,417600,16-08-2021,1
2071273859,33356769006401,417600,16-08-2021,2
1643984475,33356769006601,417600,16-08-2021,1
8396145598,33356769006801,417600,16-08-2021,1
9455967618,33356769035401,417600,16-08-2021,1
6186273608,33356769035601,417600,16-08-2021,1
8448650250,33356769035801,417600,16-08-2021,2
1285029315,33356769036001,417600,16-08-2021,1
3729684826,33356769036201,417600,16-08-2021,1
4901105714,33356769036401,417600,16-08-2021,2
5732629810,33356769036601,417600,16-08-2021,1
3574945471,33356769036801,417600,16-08-2021,1
2154027305,33356769065401,417600,16-08-2021,1
1491892186,33356769065601,417600,16-08-2021,1
1799267100,33356769065801,417600,16-08-2021,2
3447424973,33356769066001,417600,16-08-2021,1
7848458877,33356769066201,417600,16-08-2021,1
4632558018,33356769066401,417600,16-08-2021,2
4357240799,33356769066601,417600,16-08-2021,1
8220139158,33356769066801,417600,16-08-2021,1
6235375060,33356769095401,417600,16-08-2021,1
9300670520,33356769095601,417600,16-08-2021,1
1586735795,33356769095801,417600,16-08-2021,2
3259322840,33356769096001,417600,16-08-2021,1
4590284909,33356769096201,417600,16-08-2021,1
6191875190,33356769096401,417600,16-08-2021,2
1009465452,33356769096601,417600,16-08-2021,1
8288089264,33356769096801,417600,16-08-2021,1
6502816562,33356769125401,417600,16-08-2021,1
6337945123,33356769125601,417600,16-08-2021,1
3572422544,33356769125801,417600,16-08-2021,2
3831801301,33356769126001,417600,16-08-2021,1
6108746907,33356769126201,417600,16-08-2021,1
1810642057,33356769126401,417600,16-08-2021,2
4932245406,33356769126601,417600,16-08-2021,1
8389737073,33356769126801,417600,16-08-2021,1
9873064051,33356769155401,417600,16-08-2021,1
1942809268,33356769155601,417600,16-08-2021,1
9702277522,33356769155801,417600,16-08-2021,2
6189894803,33356769156001,417600,16-08-2021,1
3898940711,33356769156201,417600,16-08-2021,1
4484591211,33356769156401,417600,16-08-2021,2
1822016613,33356769156601,417600,16-08-2021,1
7663523832,33356769156801,417600,16-08-2021,1
2181875450,33356769185401,417600,16-08-2021,1
2715726147,33356769185601,417600,16-08-2021,1
4984992118,33356769185801,417600,16-08-2021,2
9696438170,33356769186001,417600,16-08-2021,1
1874660106,33356769186201,417600,16-08-2021,1
3653965267,33356769186401,417600,16-08-2021,2
3229183450,33356769186601,417600,16-08-2021,1
5228545723,33356769186801,417600,16-08-2021,1
3401955094,33356769215401,417600,16-08-2021,1
6777897426,33356769215601,417600,16-08-2021,1
7916560131,33356769215801,417600,16-08-2021,2
5203157533,33356769216001,417600,16-08-2021,1
2994671525,33356769216201,417600,16-08-2021,1
3969844635,33356769216401,417600,16-08-2021,2
8350184441,33356769216601,417600,16-08-2021,1
3705331488,33356769216801,417600,16-08-2021,1
1821711303,33356769245401,417600,16-08-2021,1
7694393814,33356769245601,417600,16-08-2021,1
3792286350,33356769245801,417600,16-08-2021,2
6503537485,33356769246001,417600,16-08-2021,1
6468715307,33356769246201,417600,16-08-2021,1
9172990858,33356769246401,417600,16-08-2021,2
4730271114,33356769246601,417600,16-08-2021,1
5326914329,33356769246801,417600,16-08-2021,1
1129436411,33356769275401,417600,16-08-2021,1
9778210870,33356769275601,417600,16-08-2021,1
2588374486,33356769275801,417600,16-08-2021,2
1079613395,33356769276001,417600,16-08-2021,1
7546554811,33356769276201,417600,16-08-2021,1
5484814929,33356769276401,417600,16-08-2021,2
9582258386,33356769276601,417600,16-08-2021,1
6502002534,33356769276801,417600,16-08-2021,1
9043146296,33356769305401,417600,16-08-2021,1
5832222065,33356769305601,417600,16-08-2021,1
4326094338,33356769305801,417600,16-08-2021,2
4095249725,33356769306001,417600,16-08-2021,1
9461096222,33356769306201,417600,16-08-2021,1
2481032435,33356769306401,417600,16-08-2021,2
1028487472,33356769306601,417600,16-08-2021,1
9948246495,33356769306801,417600,16-08-2021,1
5271351012,33356769335401,417600,16-08-2021,1
4282104236,33356769335601,417600,16-08-2021,1
6204233600,33356769335801,417600,16-08-2021,2
6816192151,33356769336001,417600,16-08-2021,1
6872579803,33356769336201,417600,16-08-2021,1
5855609468,33356769336401,417600,16-08-2021,2
7684352469,33356769336601,417600,16-08-2021,1
6149794497,33356769336801,417600,16-08-2021,1
5773755968,33356769365401,417600,16-08-2021,1
3086394196,33356769365601,417600,16-08-2021,1
1067966734,33356769365801,417600,16-08-2021,2
9163132351,33356769366001,417600,16-08-2021,1
3649981242,33356769366201,417600,16-08-2021,1
4538711192,33356769366401,417600,16-08-2021,2
6738422361,33356769366601,417600,16-08-2021,1
4624836554,33356769366801,417600,16-08-2021,1
5263970306,33356769425401,417600,16-08-2021,1
6330490836,33356769425601,417600,16-08-2021,1
1536268162,33356769425801,417600,16-08-2021,2
1008431008,33356769426001,417600,16-08-2021,1
9527478436,33356769426201,417600,16-08-2021,1
8075256610,33356769426401,417600,16-08-2021,2
4219824520,33356769426601,417600,16-08-2021,1
5680085833,33356769426801,417600,16-08-2021,1
8862767289,33356769455401,417600,16-08-2021,1
5835401278,33356769455601,417600,16-08-2021,1
9703909260,33356769455801,417600,16-08-2021,2
8255743068,33356769456001,417600,16-08-2021,1
3198031884,33356769456201,417600,16-08-2021,1
3637399238,33356769456401,417600,16-08-2021,2
3183005276,33356769456601,417600,16-08-2021,1
3841125728,33356769456801,417600,16-08-2021,1
1969538163,33356769515401,417600,16-08-2021,1
6292249475,33356769515601,417600,16-08-2021,1
1606730094,33356769515801,417600,16-08-2021,2
2937067605,33356769516001,417600,16-08-2021,1
5133464690,33356769516201,417600,16-08-2021,1
2587247889,33356769516401,417600,16-08-2021,2
9077265472,33356769516601,417600,16-08-2021,1
5604857500,33356769516801,417600,16-08-2021,1
1505939616,33356769545401,417600,16-08-2021,1
6496660821,33356769545601,417600,16-08-2021,1
4272516237,33356769545801,417600,16-08-2021,2
1040307443,33356769546001,417600,16-08-2021,1
9232802073,33356769546201,417600,16-08-2021,1
3085513748,33356769546401,417600,16-08-2021,2
2167083579,33356769546601,417600,16-08-2021,1
9171481555,33356769546801,417600,16-08-2021,1
3192333372,33356769575401,417600,16-08-2021,1
2694829135,33356769575601,417600,16-08-2021,1
6277887624,33356769575801,417600,16-08-2021,2
8645389342,33356769576001,417600,16-08-2021,1
1275666262,33356769576201,417600,16-08-2021,1
1204510025,33356769576401,417600,16-08-2021,2
9759779022,33356769576601,417600,16-08-2021,1
2130586704,33356769576801,417600,16-08-2021,1
1211454585,33356769605401,417600,16-08-2021,1
4270211105,33356769605601,417600,16-08-2021,1
3642956585,33356769605801,417600,16-08-2021,2
2216724421,33356769606001,417600,16-08-2021,1
4942871131,33356769606201,417600,16-08-2021,1
9187181370,33356769606401,417600,16-08-2021,2
5235861069,33356769606601,417600,16-08-2021,1
4079643591,33356769606801,417600,16-08-2021,1
3623391877,33356769635401,417600,16-08-2021,1
9635136045,33356769635601,417600,16-08-2021,1
4246073311,33356769635801,417600,16-08-2021,2
2585068824,33356769636001,417600,16-08-2021,1
9024264915,33356769636201,417600,16-08-2021,1
6078792512,33356769636401,417600,16-08-2021,2
6298473060,33356769636601,417600,16-08-2021,1
7600598646,33356769636801,417600,16-08-2021,1
9690633242,33356769665401,417600,16-08-2021,1
8435032199,33356769665601,417600,16-08-2021,1
3151449971,33356769665801,417600,16-08-2021,2
3311738534,33356769666001,417600,16-08-2021,1
5692237400,33356769666201,417600,16-08-2021,1
7939212707,33356769666401,417600,16-08-2021,2
7138871186,33356769666601,417600,16-08-2021,1
1055991102,33356769666801,417600,16-08-2021,1
7868923102,33356769695401,417600,16-08-2021,1
9739157444,33356769695601,417600,16-08-2021,1
9462777205,33356769695801,417600,16-08-2021,2
5297675003,33356769696001,417600,16-08-2021,1
5631992354,33356769696201,417600,16-08-2021,1
5360835710,33356769696401,417600,16-08-2021,2
8813854361,33356769696601,417600,16-08-2021,1
6277523291,33356769696801,417600,16-08-2021,1
8430728317,33356769755401,417600,16-08-2021,1
7945417619,33356769755601,417600,16-08-2021,1
3779633224,33356769755801,417600,16-08-2021,2
4906516205,33356769756001,417600,16-08-2021,1
3575223097,33356769756201,417600,16-08-2021,1
7225247239,33356769756401,417600,16-08-2021,2
6968463155,33356769756601,417600,16-08-2021,1
7861828026,33356769756801,417600,16-08-2021,1
8738537879,33356780074001,417600,30-06-2021,1
4908480878,33356780074301,417600,30-06-2021,1
9739994152,33356780074601,417600,30-06-2021,1
9366907699,33356805365601,417600,16-07-2021,2
8247752832,33356805365801,417600,16-07-2021,2
1341976683,33356805366001,417600,16-07-2021,2
4324108994,33356805366201,417600,16-07-2021,2
7605808075,33356805366401,417600,16-07-2021,2
1239046784,33356805366601,417600,16-07-2021,2
4425766413,33356805366801,417600,16-07-2021,2
3462531023,33356805367001,417600,16-07-2021,2
5885349945,33356805367201,417600,16-07-2021,2
8396694747,33356871605401,417600,02-08-2021,10
3539972071,33356871605601,417600,02-08-2021,20
1171671573,33356871605801,417600,02-08-2021,30
1382550363,33356871606001,417600,02-08-2021,30
6981410190,33356871606201,417600,02-08-2021,70
5412002796,33356871606401,417600,02-08-2021,70
4049835620,33356871606601,417600,02-08-2021,60
3800072396,33356871606801,417600,02-08-2021,20
8789050083,33356871607001,417600,02-08-2021,20
4120407949,33356871607201,417600,02-08-2021,10
2606959777,33356871635401,417600,16-08-2021,10
5532376151,33356871635601,417600,16-08-2021,10
8854802713,33356871635801,417600,16-08-2021,10
8175218952,33356871636001,417600,16-08-2021,20
7898024030,33356871636201,417600,16-08-2021,40
9285582962,33356871636401,417600,16-08-2021,40
8004206413,33356871636601,417600,16-08-2021,20
5071273906,33356871636801,417600,16-08-2021,10
7196687002,33356871637001,417600,16-08-2021,10
9691485779,33356871637201,417600,16-08-2021,10
8975901070,33356892005401,417600,01-06-2021,50
2693214856,33356892005601,417600,01-06-2021,40
2812157693,33356892005801,417600,01-06-2021,40
6160329857,33356892006001,417600,01-06-2021,60
2524455170,33356892006201,417600,01-06-2021,60
8680202282,33356892006401,417600,01-06-2021,70
9112023084,33356892006601,417600,01-06-2021,80
2869716581,33356892006801,417600,01-06-2021,60
2764582559,33356892007001,417600,01-06-2021,30
2595650296,33356892007201,417600,01-06-2021,10
8153474051,33356897675401,417600,01-06-2021,20
2047175109,33356897675601,417600,01-06-2021,30
1555697246,33356897675801,417600,01-06-2021,40
6002548901,33356897676001,417600,01-06-2021,50
4306829578,33356897676201,417600,01-06-2021,120
7142539550,33356897676401,417600,01-06-2021,140
9318490610,33356897676601,417600,01-06-2021,130
9505658240,33356897676801,417600,01-06-2021,80
4513781277,33356897677001,417600,01-06-2021,30
3086514687,33356897677201,417600,01-06-2021,20
9478924570,33356897765401,417600,01-06-2021,10
5763800084,33356897765601,417600,01-06-2021,20
1895913988,33356897765801,417600,01-06-2021,20
2528439418,33356897766001,417600,01-06-2021,20
4842313637,33356897766201,417600,01-06-2021,60
9998364881,33356897766401,417600,01-06-2021,60
3574828522,33356897766601,417600,01-06-2021,50
9051671216,33356897766801,417600,01-06-2021,30
8320474912,33356897767001,417600,01-06-2021,20
8103083846,33356897767201,417600,01-06-2021,10
3307726902,33356902415401,417600,01-06-2021,5
4434235893,33356902415601,417600,01-06-2021,10
7086316507,33356902415801,417600,01-06-2021,20
4321507392,33356902416001,417600,01-06-2021,40
8718653672,33356902416201,417600,01-06-2021,55
7667133498,33356902416401,417600,01-06-2021,60
7118208127,33356902416601,417600,01-06-2021,70
6929755964,33356902416801,417600,01-06-2021,65
1478812089,33356902417001,417600,01-06-2021,20
4625170356,33356902417201,417600,01-06-2021,15
1031641473,33356914745601,417600,07-06-2021,2
5083802106,33356914745801,417600,07-06-2021,2
7349955149,33356914746001,417600,07-06-2021,3
6662566453,33356914746201,417600,07-06-2021,3
2528708720,33356914746401,417600,07-06-2021,3
6685096544,33356914746601,417600,07-06-2021,3
2998618494,33356914746801,417600,07-06-2021,3
7235010067,33356914747001,417600,07-06-2021,2
7549591248,33356914747201,417600,07-06-2021,2
8596418458,33357056946001,417600,15-07-2021,6
3360580682,33357056946201,417600,15-07-2021,12
3193474343,33357056946401,417600,15-07-2021,16
7364800748,33357056946601,417600,15-07-2021,12
9990900449,33357056946801,417600,15-07-2021,8
2623787979,33357056947001,417600,15-07-2021,6
8078332966,33357102576201,417600,01-07-2021,100
9720971902,33357102576401,417600,01-07-2021,200
1880260842,33357102576601,417600,01-07-2021,200
2882949741,33357102576801,417600,01-07-2021,100
7110911561,33357133566201,417600,28-06-2021,100
8684846628,33357133566401,417600,28-06-2021,100
3256788326,33357133566601,417600,28-06-2021,100
7010987468,33357133566801,417600,28-06-2021,100
7788136200,33357133567001,417600,28-06-2021,70
3915069692,33357144065401,417600,07-06-2021,5
4583538784,33357144065601,417600,07-06-2021,5
2264349621,33357144065801,417600,07-06-2021,10
7090450133,33357144066001,417600,07-06-2021,10
4382190261,33357144066201,417600,07-06-2021,20
5292342157,33357144066401,417600,07-06-2021,30
7361532889,33357144066601,417600,07-06-2021,30
6335048607,33357144066801,417600,07-06-2021,10
7741921996,33357144067001,417600,07-06-2021,10
8928880478,33357189035001,417600,01-11-2021,28
3078282825,33357189035201,417600,01-11-2021,40
8868629638,33357189035401,417600,01-11-2021,40
8445308043,33357189035601,417600,01-11-2021,44
6121677532,33357189035701,417600,01-11-2021,40
7060592858,33357224375801,417600,07-06-2021,10
4052504359,33357224376001,417600,07-06-2021,10
2541130702,33357224376201,417600,07-06-2021,10
3149474895,33357224376401,417600,07-06-2021,10
4668484664,33357224376601,417600,07-06-2021,10
1331827246,33357312065401,417600,01-06-2021,24
1976105899,33357312065601,417600,01-06-2021,76
3603531468,33357312065801,417600,01-06-2021,132
5294982518,33357312066001,417600,01-06-2021,162
2127378090,33357312066201,417600,01-06-2021,208
2904146340,33357312066401,417600,01-06-2021,195
4860921370,33357312066601,417600,01-06-2021,194
4584434195,33357312066801,417600,01-06-2021,132
1455649353,33357312067001,417600,01-06-2021,73
1839431731,33357312067201,417600,01-06-2021,38
1950978809,33357320256001,417600,01-06-2021,40
8016149305,33357320256201,417600,01-06-2021,40
8362849736,33357320256401,417600,01-06-2021,80
8249573816,33357320256601,417600,01-06-2021,80
2490677184,33357320256801,417600,01-06-2021,80
3825812342,33357320257001,417600,01-06-2021,40
5486435335,33357320257201,417600,01-06-2021,40
5315563930,33357328595401,417600,07-06-2021,10
9988221029,33357328595601,417600,07-06-2021,20
3574086168,33357328595801,417600,07-06-2021,30
8712813186,33357328596001,417600,07-06-2021,50
3618995917,33357328596201,417600,07-06-2021,60
6954969118,33357328596401,417600,07-06-2021,80
8489275646,33357328596601,417600,07-06-2021,80
4445071292,33357328596801,417600,07-06-2021,60
5998073212,33357328597001,417600,07-06-2021,20
4207370758,33357328597201,417600,07-06-2021,10
8662174569,33357357906001,417600,16-07-2021,2
4459957691,33357357906201,417600,16-07-2021,2
2421465571,33357357906401,417600,16-07-2021,2
9832038426,33357357906601,417600,16-07-2021,2
8326123255,33357357906801,417600,16-07-2021,2
3617462917,33357357907001,417600,16-07-2021,2
4425712961,33357382056001,417600,15-07-2021,5
6402277293,33357382056201,417600,15-07-2021,10
9209950257,33357382056401,417600,15-07-2021,15
1666732610,33357382056601,417600,15-07-2021,15
2576567247,33357382056801,417600,15-07-2021,10
1437162550,33357382057001,417600,15-07-2021,5
6118665200,33357393455401,417600,15-07-2021,15
6274881697,33357393455601,417600,15-07-2021,30
9159012465,33357393455801,417600,15-07-2021,40
6307227053,33357393456001,417600,15-07-2021,50
7823093589,33357393456201,417600,15-07-2021,50
7212249888,33357393456401,417600,15-07-2021,45
7961062855,33357393456601,417600,15-07-2021,30
8985262554,33357393456801,417600,15-07-2021,25
4357791469,33357393457001,417600,15-07-2021,10
2367679481,33357394805601,417600,15-07-2021,6
6308760824,33357394805801,417600,15-07-2021,8
4012773729,33357394806001,417600,15-07-2021,10
5614072221,33357394806201,417600,15-07-2021,10
1292234031,33357394806401,417600,15-07-2021,10
3789404315,33357394806601,417600,15-07-2021,6
6000613709,33357394806801,417600,15-07-2021,2
5748654707,33357443375601,417600,14-06-2021,2
3011320903,33357443375801,417600,14-06-2021,2
6914885432,33357443376001,417600,14-06-2021,2
6926746098,33357443376201,417600,14-06-2021,2
3751511501,33357443376401,417600,14-06-2021,2
4306243413,33357443376601,417600,14-06-2021,2
6959940113,33357443376801,417600,14-06-2021,2
9850318711,33357476315601,417600,01-06-2021,2
6653042263,33357476315801,417600,01-06-2021,3
2516529734,33357476316001,417600,01-06-2021,4
5393137588,33357476316201,417600,01-06-2021,6
4627925705,33357476316401,417600,01-06-2021,7
8463581191,33357476316601,417600,01-06-2021,7
4478634218,33357476316801,417600,01-06-2021,5
8080339793,33357476317001,417600,01-06-2021,3
8579200820,33357476317201,417600,01-06-2021,2
4091747364,33357578645401,417600,15-07-2021,32
1179187340,33357578645601,417600,15-07-2021,72
9449609535,33357578645801,417600,15-07-2021,96
3786083945,33357578646001,417600,15-07-2021,120
7587494451,33357578646201,417600,15-07-2021,104
4853991692,33357578646401,417600,15-07-2021,112
1833904655,33357578646601,417600,15-07-2021,128
1964211832,33357578646801,417600,15-07-2021,80
8046239502,33357578647001,417600,15-07-2021,40
2835331290,33357578647201,417600,15-07-2021,16
9501014323,33357599706001,417600,19-07-2021,1
9816260048,33357599706201,417600,19-07-2021,1
6945663628,33357599706401,417600,19-07-2021,1
9455814062,33357599706601,417600,19-07-2021,1
